Âge,Sexe,Revenu_Mensuel,Diplôme,Lieu_de_Vie,Sport,Lecture,Culture,Type_Alimentation,Score_Écologie,Orientation_Politique,Religion,Usage_Réseaux_Sociaux,Achats_en_Ligne,Fréquence_Voyages
57,Femme,2650,Bac+5,Campagne,1-2x/sem,Occasionnel,1x/an,Équilibré,8,Apolitique,Agnostique,1-3h/j,Jamais,2-3x/an
20,Femme,1675,Bac+2,Campagne,3x+/sem,Jamais,1x/mois ou +,Industriel,2,Centre,Croyant non pratiquant,1-3h/j,Jamais,2-3x/an
53,Homme,1624,Bac+5,Grande ville,1-2x/sem,Régulier,1x/an,Bio,3,Apolitique,Croyant non pratiquant,3h+/j,1x/mois,2-3x/an
23,Homme,1011,Bac+2,Grande ville,Rarement,Occasionnel,1x/an,Industriel,5,Apolitique,Pratiquant,3h+/j,1x/mois,2-3x/an
61,Homme,2622,Bac+2,Grande ville,1-2x/sem,Régulier,2-4x/an,Équilibré,5,Apolitique,Agnostique,<1h/j,1x/sem,2-3x/an
55,Femme,3001,Bac+2,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Équilibré,8,Gauche,Agnostique,1-3h/j,Jamais,4x+/an
18,Homme,2899,Bac+2,Banlieue,1-2x/sem,Occasionnel,Jamais,Équilibré,9,Centre,Athée,1-3h/j,1x/sem,1x/an
36,Homme,2149,Bac+2,Grande ville,3x+/sem,Occasionnel,1x/an,Végétarien,5,Gauche,Agnostique,1-3h/j,1x/mois,1x/an
55,Femme,1738,Bac+5,Grande ville,3x+/sem,Jamais,1x/mois ou +,Industriel,5,Apolitique,Pratiquant,3h+/j,1x/mois,2-3x/an
45,Homme,1158,Doctorat,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Bio,4,Gauche,Athée,3h+/j,2x+/sem,2-3x/an
64,Homme,1438,Bac,Ville moyenne,3x+/sem,Régulier,1x/an,Industriel,3,Gauche,Athée,<1h/j,1x/mois,2-3x/an
26,Femme,2374,Bac,Ville moyenne,3x+/sem,Régulier,1x/an,Bio,2,Gauche,Athée,1-3h/j,Jamais,1x/an
64,Femme,1772,Bac,Ville moyenne,Rarement,Régulier,2-4x/an,Industriel,3,Apolitique,Pratiquant,<1h/j,2x+/sem,1x/an
27,Homme,3313,Bac+5,Banlieue,Rarement,Régulier,2-4x/an,Végétarien,3,Apolitique,Agnostique,3h+/j,1x/sem,2-3x/an
41,Femme,2921,Bac,Grande ville,Rarement,Occasionnel,2-4x/an,Végétarien,4,Centre,Agnostique,<1h/j,2x+/sem,1x/an
43,Homme,1518,Bac,Campagne,1-2x/sem,Occasionnel,2-4x/an,Végétarien,7,Apolitique,Athée,3h+/j,1x/mois,1x/an
25,Femme,1027,Doctorat,Campagne,3x+/sem,Occasionnel,1x/an,Bio,5,Centre,Pratiquant,1-3h/j,1x/mois,1x/an
22,Homme,1561,Bac+5,Campagne,Jamais,Régulier,1x/mois ou +,Équilibré,3,Droite,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
30,Femme,2852,Doctorat,Ville moyenne,1-2x/sem,Occasionnel,Jamais,Industriel,4,Gauche,Croyant non pratiquant,Jamais,1x/mois,1x/an
39,Femme,1580,Aucun,Ville moyenne,1-2x/sem,Jamais,1x/an,Industriel,7,Gauche,Croyant non pratiquant,<1h/j,1x/mois,4x+/an
51,Femme,2436,Bac+2,Banlieue,3x+/sem,Occasionnel,1x/mois ou +,Industriel,9,Gauche,Agnostique,3h+/j,1x/sem,1x/an
42,Femme,1547,Doctorat,Grande ville,1-2x/sem,Jamais,1x/an,Équilibré,7,Apolitique,Pratiquant,1-3h/j,1x/mois,4x+/an
40,Homme,2274,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Bio,10,Droite,Croyant non pratiquant,1-3h/j,2x+/sem,Jamais
58,Homme,2422,Bac+5,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Équilibré,3,Gauche,Athée,1-3h/j,1x/mois,2-3x/an
65,Homme,2788,Bac,Grande ville,Rarement,Régulier,2-4x/an,Équilibré,3,Centre,Pratiquant,1-3h/j,Jamais,2-3x/an
38,Homme,3146,Bac,Ville moyenne,Jamais,Occasionnel,1x/mois ou +,Équilibré,1,Gauche,Croyant non pratiquant,Jamais,1x/sem,1x/an
20,Femme,3048,Bac+2,Grande ville,Rarement,Occasionnel,1x/mois ou +,Industriel,10,Centre,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
25,Femme,1575,Bac,Banlieue,3x+/sem,Régulier,2-4x/an,Industriel,9,Centre,Croyant non pratiquant,3h+/j,1x/mois,2-3x/an
63,Femme,1882,Bac+2,Grande ville,Jamais,Occasionnel,2-4x/an,Bio,8,Droite,Athée,1-3h/j,1x/mois,1x/an
67,Femme,1061,Bac+5,Ville moyenne,Jamais,Régulier,1x/mois ou +,Bio,5,Apolitique,Agnostique,1-3h/j,1x/mois,4x+/an
56,Homme,1811,Bac+2,Ville moyenne,Rarement,Régulier,1x/an,Industriel,5,Droite,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
68,Homme,2019,Bac+5,Grande ville,Rarement,Jamais,2-4x/an,Équilibré,4,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,Jamais
56,Homme,1676,Bac,Grande ville,Rarement,Régulier,1x/mois ou +,Industriel,1,Centre,Croyant non pratiquant,Jamais,Jamais,4x+/an
39,Femme,1597,Bac+2,Campagne,3x+/sem,Occasionnel,1x/an,Équilibré,4,Centre,Pratiquant,1-3h/j,1x/sem,2-3x/an
62,Femme,2825,Aucun,Ville moyenne,1-2x/sem,Régulier,1x/an,Végétarien,10,Apolitique,Croyant non pratiquant,1-3h/j,1x/sem,Jamais
28,Femme,2725,Bac,Grande ville,1-2x/sem,Régulier,2-4x/an,Végétarien,9,Apolitique,Athée,1-3h/j,Jamais,1x/an
40,Homme,2319,Bac,Grande ville,3x+/sem,Régulier,2-4x/an,Industriel,5,Gauche,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
66,Femme,977,Bac+2,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Industriel,6,Gauche,Pratiquant,1-3h/j,2x+/sem,2-3x/an
33,Femme,2160,Bac+2,Campagne,Rarement,Régulier,Jamais,Bio,8,Centre,Croyant non pratiquant,<1h/j,2x+/sem,2-3x/an
69,Femme,1692,Aucun,Ville moyenne,1-2x/sem,Régulier,2-4x/an,Industriel,9,Gauche,Pratiquant,<1h/j,1x/sem,1x/an
68,Homme,3052,Bac+2,Campagne,Rarement,Occasionnel,2-4x/an,Équilibré,5,Droite,Athée,1-3h/j,2x+/sem,Jamais
45,Homme,558,Bac+5,Banlieue,3x+/sem,Jamais,1x/mois ou +,Équilibré,7,Apolitique,Croyant non pratiquant,1-3h/j,Jamais,1x/an
52,Homme,1552,Bac+2,Banlieue,Rarement,Régulier,1x/mois ou +,Bio,8,Gauche,Pratiquant,1-3h/j,Jamais,2-3x/an
59,Homme,1530,Bac+2,Grande ville,1-2x/sem,Régulier,2-4x/an,Industriel,1,Gauche,Athée,<1h/j,1x/mois,1x/an
46,Homme,1626,Bac+2,Banlieue,Jamais,Occasionnel,2-4x/an,Équilibré,6,Apolitique,Athée,Jamais,1x/mois,Jamais
55,Homme,2766,Bac+2,Ville moyenne,Rarement,Occasionnel,1x/an,Équilibré,2,Apolitique,Pratiquant,1-3h/j,1x/mois,2-3x/an
23,Femme,500,Bac+2,Banlieue,Rarement,Occasionnel,2-4x/an,Équilibré,5,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,4x+/an
66,Homme,1833,Doctorat,Grande ville,Rarement,Régulier,1x/an,Végétarien,5,Apolitique,Croyant non pratiquant,1-3h/j,2x+/sem,1x/an
31,Femme,2680,Bac+5,Grande ville,1-2x/sem,Régulier,2-4x/an,Bio,9,Centre,Athée,1-3h/j,Jamais,1x/an
46,Femme,2784,Bac+5,Ville moyenne,Rarement,Occasionnel,Jamais,Équilibré,2,Gauche,Athée,1-3h/j,1x/mois,1x/an
66,Femme,1560,Bac+5,Grande ville,Rarement,Occasionnel,1x/an,Équilibré,4,Centre,Croyant non pratiquant,1-3h/j,2x+/sem,1x/an
45,Femme,1456,Bac,Grande ville,3x+/sem,Jamais,1x/an,Équilibré,6,Gauche,Croyant non pratiquant,<1h/j,Jamais,2-3x/an
27,Femme,2276,Bac+5,Grande ville,Rarement,Régulier,2-4x/an,Équilibré,9,Droite,Agnostique,Jamais,1x/mois,Jamais
63,Femme,2120,Bac,Campagne,1-2x/sem,Régulier,2-4x/an,Équilibré,8,Centre,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
64,Homme,2055,Bac+2,Ville moyenne,Rarement,Régulier,1x/an,Bio,8,Droite,Pratiquant,1-3h/j,1x/sem,2-3x/an
21,Femme,500,Bac+2,Ville moyenne,Rarement,Occasionnel,2-4x/an,Équilibré,4,Apolitique,Pratiquant,3h+/j,1x/mois,1x/an
41,Femme,1098,Aucun,Grande ville,Rarement,Occasionnel,2-4x/an,Industriel,2,Gauche,Athée,1-3h/j,1x/mois,1x/an
19,Femme,1309,Bac+2,Ville moyenne,3x+/sem,Régulier,2-4x/an,Équilibré,4,Droite,Athée,1-3h/j,1x/mois,2-3x/an
63,Femme,2514,Bac+2,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Équilibré,2,Droite,Athée,1-3h/j,2x+/sem,1x/an
46,Femme,847,Bac+2,Banlieue,3x+/sem,Occasionnel,1x/an,Industriel,7,Apolitique,Pratiquant,3h+/j,Jamais,2-3x/an
42,Homme,1162,Aucun,Grande ville,1-2x/sem,Occasionnel,1x/an,Bio,9,Apolitique,Athée,1-3h/j,2x+/sem,Jamais
48,Homme,1876,Bac+2,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Industriel,5,Centre,Pratiquant,<1h/j,1x/sem,Jamais
64,Homme,969,Bac+2,Grande ville,Rarement,Occasionnel,1x/an,Industriel,3,Gauche,Pratiquant,1-3h/j,Jamais,1x/an
68,Femme,2514,Bac+5,Grande ville,1-2x/sem,Occasionnel,Jamais,Bio,3,Gauche,Croyant non pratiquant,3h+/j,2x+/sem,Jamais
63,Femme,1686,Bac+5,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Bio,9,Droite,Pratiquant,1-3h/j,1x/mois,1x/an
32,Femme,3466,Bac+2,Banlieue,Rarement,Occasionnel,1x/an,Bio,7,Apolitique,Athée,<1h/j,1x/mois,2-3x/an
55,Femme,1496,Bac+2,Ville moyenne,1-2x/sem,Jamais,1x/an,Équilibré,7,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
50,Femme,1538,Bac+5,Grande ville,Rarement,Régulier,1x/an,Équilibré,10,Centre,Pratiquant,3h+/j,1x/sem,2-3x/an
67,Homme,2643,Bac+2,Grande ville,Rarement,Régulier,2-4x/an,Équilibré,7,Centre,Croyant non pratiquant,3h+/j,1x/sem,1x/an
66,Femme,1475,Bac+2,Grande ville,3x+/sem,Régulier,1x/mois ou +,Équilibré,5,Droite,Pratiquant,<1h/j,Jamais,2-3x/an
25,Femme,3209,Bac,Grande ville,Rarement,Occasionnel,1x/an,Équilibré,5,Centre,Croyant non pratiquant,3h+/j,1x/sem,2-3x/an
57,Femme,2386,Aucun,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Équilibré,7,Gauche,Athée,3h+/j,2x+/sem,2-3x/an
33,Homme,1756,Bac+5,Banlieue,1-2x/sem,Occasionnel,Jamais,Industriel,7,Apolitique,Pratiquant,3h+/j,1x/sem,Jamais
55,Femme,1871,Bac+5,Banlieue,Jamais,Occasionnel,Jamais,Équilibré,10,Gauche,Agnostique,Jamais,1x/sem,Jamais
61,Homme,4280,Aucun,Ville moyenne,1-2x/sem,Régulier,2-4x/an,Équilibré,1,Gauche,Croyant non pratiquant,3h+/j,1x/sem,Jamais
58,Homme,2390,Aucun,Banlieue,Rarement,Occasionnel,1x/mois ou +,Industriel,9,Gauche,Croyant non pratiquant,1-3h/j,1x/sem,4x+/an
51,Femme,2120,Aucun,Ville moyenne,Rarement,Jamais,Jamais,Équilibré,8,Gauche,Athée,1-3h/j,1x/mois,Jamais
23,Femme,1893,Bac,Banlieue,Rarement,Occasionnel,1x/an,Industriel,7,Centre,Athée,Jamais,1x/sem,1x/an
56,Homme,2829,Bac,Banlieue,Jamais,Régulier,Jamais,Bio,3,Gauche,Athée,<1h/j,Jamais,Jamais
57,Femme,785,Bac+5,Ville moyenne,3x+/sem,Régulier,Jamais,Équilibré,5,Gauche,Athée,1-3h/j,1x/mois,1x/an
66,Homme,1855,Bac+2,Ville moyenne,3x+/sem,Occasionnel,2-4x/an,Végétarien,3,Centre,Agnostique,1-3h/j,2x+/sem,1x/an
40,Femme,500,Bac+5,Campagne,Rarement,Occasionnel,1x/mois ou +,Équilibré,5,Droite,Croyant non pratiquant,<1h/j,1x/mois,1x/an
67,Femme,1573,Doctorat,Ville moyenne,Rarement,Régulier,1x/an,Équilibré,10,Apolitique,Athée,Jamais,1x/sem,2-3x/an
38,Femme,2678,Bac+2,Campagne,1-2x/sem,Occasionnel,2-4x/an,Bio,5,Apolitique,Agnostique,3h+/j,Jamais,2-3x/an
52,Femme,3105,Bac+5,Grande ville,Rarement,Jamais,1x/an,Bio,9,Centre,Croyant non pratiquant,1-3h/j,1x/sem,2-3x/an
64,Homme,2484,Bac+2,Campagne,Rarement,Occasionnel,2-4x/an,Équilibré,3,Gauche,Agnostique,1-3h/j,1x/mois,Jamais
46,Homme,2511,Bac+5,Banlieue,Rarement,Occasionnel,1x/an,Industriel,7,Gauche,Athée,1-3h/j,Jamais,1x/an
52,Homme,627,Bac,Grande ville,1-2x/sem,Régulier,1x/an,Bio,3,Gauche,Pratiquant,3h+/j,Jamais,1x/an
19,Femme,1457,Bac+5,Grande ville,1-2x/sem,Occasionnel,1x/an,Bio,2,Apolitique,Croyant non pratiquant,<1h/j,1x/mois,1x/an
50,Homme,3179,Aucun,Banlieue,3x+/sem,Occasionnel,2-4x/an,Équilibré,4,Apolitique,Agnostique,1-3h/j,1x/mois,2-3x/an
43,Femme,1580,Bac+2,Campagne,3x+/sem,Occasionnel,1x/an,Industriel,1,Apolitique,Pratiquant,1-3h/j,1x/sem,2-3x/an
61,Homme,1891,Doctorat,Ville moyenne,3x+/sem,Régulier,2-4x/an,Bio,10,Apolitique,Athée,1-3h/j,1x/sem,1x/an
49,Femme,1355,Bac,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Végétarien,9,Gauche,Agnostique,3h+/j,Jamais,4x+/an
35,Homme,1252,Bac,Grande ville,Rarement,Occasionnel,1x/mois ou +,Équilibré,9,Centre,Athée,1-3h/j,1x/mois,2-3x/an
51,Femme,1623,Bac,Ville moyenne,3x+/sem,Occasionnel,1x/an,Équilibré,1,Droite,Croyant non pratiquant,1-3h/j,1x/sem,1x/an
47,Homme,1471,Bac,Ville moyenne,Rarement,Occasionnel,2-4x/an,Équilibré,7,Apolitique,Athée,<1h/j,1x/mois,1x/an
61,Homme,2766,Bac+5,Ville moyenne,Jamais,Occasionnel,Jamais,Équilibré,5,Apolitique,Croyant non pratiquant,<1h/j,1x/mois,Jamais
40,Femme,2172,Bac+2,Grande ville,Rarement,Occasionnel,1x/an,Bio,8,Centre,Athée,3h+/j,1x/sem,Jamais
65,Femme,2815,Bac+2,Grande ville,3x+/sem,Jamais,2-4x/an,Végétarien,2,Gauche,Athée,<1h/j,1x/mois,Jamais
37,Homme,890,Doctorat,Grande ville,Rarement,Régulier,2-4x/an,Équilibré,6,Gauche,Pratiquant,1-3h/j,1x/mois,4x+/an
63,Homme,2980,Bac,Ville moyenne,Rarement,Occasionnel,1x/mois ou +,Végétarien,1,Droite,Croyant non pratiquant,3h+/j,2x+/sem,2-3x/an
40,Femme,2017,Bac+2,Ville moyenne,3x+/sem,Régulier,1x/an,Bio,4,Apolitique,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
57,Homme,3471,Bac+2,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Bio,4,Apolitique,Croyant non pratiquant,Jamais,Jamais,1x/an
25,Homme,1957,Bac+5,Grande ville,1-2x/sem,Occasionnel,Jamais,Équilibré,1,Droite,Pratiquant,<1h/j,2x+/sem,1x/an
31,Homme,805,Bac,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Végétarien,9,Gauche,Pratiquant,<1h/j,1x/mois,Jamais
40,Femme,3027,Bac+5,Grande ville,Jamais,Régulier,Jamais,Équilibré,6,Apolitique,Agnostique,<1h/j,1x/mois,2-3x/an
63,Homme,1890,Bac,Grande ville,Rarement,Occasionnel,2-4x/an,Végétarien,2,Droite,Croyant non pratiquant,3h+/j,1x/mois,1x/an
31,Femme,500,Doctorat,Ville moyenne,Rarement,Occasionnel,2-4x/an,Industriel,2,Centre,Athée,1-3h/j,2x+/sem,1x/an
19,Femme,2116,Doctorat,Campagne,1-2x/sem,Jamais,2-4x/an,Bio,2,Apolitique,Agnostique,3h+/j,1x/sem,1x/an
21,Femme,2184,Bac+2,Grande ville,Rarement,Occasionnel,1x/an,Végétarien,4,Droite,Athée,3h+/j,1x/mois,1x/an
41,Homme,2860,Bac+5,Ville moyenne,Rarement,Régulier,1x/mois ou +,Bio,5,Droite,Pratiquant,1-3h/j,1x/mois,1x/an
68,Femme,500,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Équilibré,8,Gauche,Agnostique,<1h/j,1x/sem,2-3x/an
53,Femme,2919,Bac+2,Banlieue,Jamais,Régulier,1x/mois ou +,Équilibré,9,Apolitique,Pratiquant,1-3h/j,1x/sem,Jamais
26,Femme,1620,Bac+5,Ville moyenne,1-2x/sem,Régulier,2-4x/an,Bio,1,Apolitique,Athée,<1h/j,1x/mois,1x/an
33,Femme,3540,Bac+5,Grande ville,3x+/sem,Jamais,2-4x/an,Végétarien,3,Apolitique,Croyant non pratiquant,3h+/j,1x/mois,4x+/an
49,Femme,625,Bac+5,Campagne,1-2x/sem,Jamais,1x/mois ou +,Végétarien,8,Gauche,Agnostique,Jamais,1x/mois,2-3x/an
49,Femme,2436,Bac+2,Campagne,1-2x/sem,Jamais,2-4x/an,Végétarien,1,Centre,Athée,3h+/j,1x/sem,1x/an
44,Femme,2329,Bac+2,Ville moyenne,1-2x/sem,Jamais,1x/an,Équilibré,4,Centre,Athée,1-3h/j,Jamais,2-3x/an
32,Homme,1662,Bac+2,Campagne,Rarement,Occasionnel,1x/an,Industriel,6,Gauche,Athée,Jamais,2x+/sem,2-3x/an
66,Femme,1380,Bac+2,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Industriel,10,Gauche,Pratiquant,1-3h/j,1x/sem,Jamais
21,Homme,1701,Bac+5,Grande ville,Jamais,Occasionnel,Jamais,Équilibré,8,Centre,Agnostique,1-3h/j,1x/sem,Jamais
53,Femme,1722,Bac,Campagne,1-2x/sem,Jamais,1x/an,Industriel,4,Droite,Athée,3h+/j,1x/sem,Jamais
42,Femme,997,Aucun,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Équilibré,8,Apolitique,Agnostique,1-3h/j,Jamais,2-3x/an
32,Femme,2794,Bac+2,Grande ville,Rarement,Régulier,1x/an,Équilibré,3,Gauche,Agnostique,1-3h/j,1x/sem,1x/an
29,Femme,1126,Bac+2,Banlieue,3x+/sem,Jamais,1x/mois ou +,Bio,3,Centre,Pratiquant,3h+/j,1x/sem,2-3x/an
24,Femme,2818,Bac+2,Grande ville,Rarement,Occasionnel,2-4x/an,Végétarien,1,Droite,Pratiquant,1-3h/j,1x/sem,2-3x/an
53,Homme,568,Bac+2,Banlieue,Rarement,Jamais,2-4x/an,Bio,7,Apolitique,Agnostique,Jamais,2x+/sem,Jamais
41,Homme,1858,Bac+2,Banlieue,Jamais,Jamais,1x/an,Bio,2,Apolitique,Croyant non pratiquant,1-3h/j,Jamais,4x+/an
23,Femme,1870,Bac,Banlieue,Rarement,Jamais,Jamais,Bio,6,Droite,Pratiquant,<1h/j,1x/mois,2-3x/an
65,Femme,1987,Bac+5,Ville moyenne,Rarement,Occasionnel,1x/mois ou +,Équilibré,6,Centre,Pratiquant,1-3h/j,1x/mois,4x+/an
58,Femme,2765,Bac+2,Grande ville,Jamais,Occasionnel,1x/an,Équilibré,8,Centre,Pratiquant,<1h/j,Jamais,1x/an
62,Homme,1838,Bac+5,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Équilibré,3,Apolitique,Agnostique,3h+/j,1x/mois,2-3x/an
48,Femme,1633,Bac+5,Campagne,Jamais,Occasionnel,2-4x/an,Industriel,1,Apolitique,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
38,Femme,1840,Doctorat,Grande ville,3x+/sem,Occasionnel,2-4x/an,Équilibré,3,Apolitique,Athée,1-3h/j,Jamais,2-3x/an
28,Femme,2784,Aucun,Grande ville,Jamais,Occasionnel,2-4x/an,Bio,2,Droite,Agnostique,3h+/j,1x/mois,1x/an
33,Homme,1035,Bac,Banlieue,Rarement,Jamais,2-4x/an,Végétarien,10,Apolitique,Pratiquant,<1h/j,Jamais,4x+/an
31,Femme,1183,Bac+2,Grande ville,Rarement,Jamais,1x/an,Industriel,10,Centre,Athée,<1h/j,2x+/sem,2-3x/an
42,Homme,500,Bac+5,Campagne,1-2x/sem,Occasionnel,2-4x/an,Industriel,10,Centre,Agnostique,Jamais,1x/sem,Jamais
31,Homme,3621,Bac,Ville moyenne,3x+/sem,Occasionnel,2-4x/an,Industriel,1,Droite,Croyant non pratiquant,1-3h/j,1x/sem,4x+/an
55,Femme,1072,Aucun,Ville moyenne,3x+/sem,Jamais,2-4x/an,Bio,7,Apolitique,Croyant non pratiquant,1-3h/j,1x/sem,4x+/an
35,Femme,500,Bac+5,Grande ville,Jamais,Régulier,1x/an,Industriel,10,Centre,Athée,1-3h/j,1x/sem,1x/an
31,Homme,1352,Bac+5,Grande ville,Jamais,Occasionnel,1x/mois ou +,Industriel,3,Apolitique,Pratiquant,Jamais,1x/sem,1x/an
41,Femme,1510,Doctorat,Banlieue,1-2x/sem,Occasionnel,1x/an,Végétarien,3,Droite,Athée,1-3h/j,2x+/sem,1x/an
68,Homme,3172,Bac,Banlieue,1-2x/sem,Occasionnel,2-4x/an,Industriel,3,Centre,Agnostique,1-3h/j,1x/mois,1x/an
25,Femme,1628,Bac+2,Grande ville,1-2x/sem,Occasionnel,1x/an,Équilibré,4,Gauche,Pratiquant,1-3h/j,2x+/sem,1x/an
62,Femme,2233,Bac+5,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Équilibré,4,Gauche,Agnostique,<1h/j,1x/mois,2-3x/an
42,Femme,567,Bac+2,Banlieue,Jamais,Occasionnel,2-4x/an,Équilibré,1,Apolitique,Athée,1-3h/j,1x/mois,Jamais
51,Femme,2166,Aucun,Banlieue,3x+/sem,Occasionnel,1x/mois ou +,Industriel,7,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,Jamais
62,Femme,680,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,Jamais,Équilibré,7,Apolitique,Athée,1-3h/j,1x/mois,Jamais
61,Femme,1749,Doctorat,Ville moyenne,1-2x/sem,Occasionnel,Jamais,Équilibré,3,Apolitique,Athée,Jamais,Jamais,2-3x/an
45,Homme,1392,Bac,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Végétarien,3,Droite,Agnostique,Jamais,Jamais,4x+/an
41,Femme,2046,Bac+2,Banlieue,1-2x/sem,Occasionnel,Jamais,Bio,6,Centre,Agnostique,<1h/j,2x+/sem,2-3x/an
35,Homme,2507,Bac+5,Banlieue,1-2x/sem,Régulier,2-4x/an,Bio,8,Apolitique,Croyant non pratiquant,<1h/j,1x/mois,1x/an
51,Femme,931,Bac,Grande ville,Rarement,Régulier,2-4x/an,Équilibré,5,Droite,Croyant non pratiquant,<1h/j,1x/sem,2-3x/an
59,Homme,1090,Bac+2,Grande ville,3x+/sem,Jamais,2-4x/an,Bio,1,Centre,Croyant non pratiquant,1-3h/j,1x/mois,1x/an
20,Homme,2154,Bac+5,Grande ville,Jamais,Jamais,Jamais,Industriel,1,Centre,Agnostique,1-3h/j,1x/sem,1x/an
29,Homme,2549,Bac+2,Grande ville,Rarement,Occasionnel,1x/an,Bio,4,Apolitique,Agnostique,3h+/j,1x/mois,1x/an
53,Homme,3133,Doctorat,Grande ville,3x+/sem,Régulier,1x/an,Industriel,6,Apolitique,Pratiquant,3h+/j,Jamais,2-3x/an
22,Femme,1622,Bac+5,Banlieue,1-2x/sem,Régulier,Jamais,Bio,8,Droite,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
36,Femme,806,Bac,Ville moyenne,Rarement,Régulier,1x/an,Équilibré,5,Gauche,Agnostique,3h+/j,1x/mois,1x/an
29,Homme,2149,Aucun,Grande ville,1-2x/sem,Occasionnel,2-4x/an,Végétarien,1,Gauche,Agnostique,1-3h/j,1x/sem,1x/an
44,Femme,1364,Bac+2,Campagne,Rarement,Occasionnel,1x/an,Équilibré,10,Apolitique,Athée,Jamais,1x/sem,1x/an
34,Femme,1260,Bac+5,Ville moyenne,Rarement,Occasionnel,1x/an,Bio,4,Droite,Athée,1-3h/j,1x/mois,1x/an
60,Femme,3126,Doctorat,Campagne,Jamais,Occasionnel,2-4x/an,Équilibré,7,Apolitique,Agnostique,3h+/j,1x/mois,Jamais
45,Homme,2494,Bac,Banlieue,3x+/sem,Occasionnel,1x/an,Équilibré,8,Droite,Athée,3h+/j,1x/sem,1x/an
57,Homme,1417,Bac+5,Ville moyenne,Jamais,Régulier,1x/an,Industriel,5,Apolitique,Croyant non pratiquant,1-3h/j,1x/mois,1x/an
39,Homme,1985,Bac+2,Ville moyenne,1-2x/sem,Occasionnel,1x/an,Industriel,1,Droite,Pratiquant,1-3h/j,1x/sem,2-3x/an
27,Femme,1931,Doctorat,Grande ville,1-2x/sem,Régulier,1x/an,Industriel,10,Droite,Athée,<1h/j,1x/mois,Jamais
58,Homme,2132,Bac+5,Grande ville,Jamais,Occasionnel,1x/an,Bio,10,Droite,Pratiquant,3h+/j,1x/sem,Jamais
23,Femme,1675,Bac,Campagne,Jamais,Occasionnel,1x/an,Industriel,1,Apolitique,Pratiquant,1-3h/j,1x/sem,Jamais
34,Homme,500,Bac+2,Banlieue,Rarement,Occasionnel,2-4x/an,Industriel,5,Centre,Athée,3h+/j,Jamais,1x/an
29,Homme,1218,Bac+5,Ville moyenne,Rarement,Régulier,1x/an,Industriel,6,Apolitique,Athée,<1h/j,1x/mois,Jamais
23,Homme,1574,Bac+5,Grande ville,1-2x/sem,Régulier,1x/an,Bio,7,Gauche,Croyant non pratiquant,<1h/j,1x/mois,2-3x/an
60,Homme,2022,Doctorat,Ville moyenne,Jamais,Occasionnel,2-4x/an,Industriel,3,Gauche,Agnostique,1-3h/j,2x+/sem,4x+/an
39,Homme,1134,Bac+5,Ville moyenne,1-2x/sem,Régulier,1x/mois ou +,Industriel,4,Gauche,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
67,Femme,2149,Doctorat,Campagne,1-2x/sem,Régulier,1x/mois ou +,Bio,6,Centre,Agnostique,1-3h/j,1x/sem,1x/an
33,Femme,1694,Bac+2,Grande ville,1-2x/sem,Régulier,1x/an,Industriel,1,Apolitique,Croyant non pratiquant,Jamais,2x+/sem,Jamais
21,Homme,1392,Bac+2,Grande ville,3x+/sem,Occasionnel,1x/mois ou +,Bio,7,Apolitique,Croyant non pratiquant,1-3h/j,1x/mois,2-3x/an
42,Homme,983,Aucun,Ville moyenne,1-2x/sem,Occasionnel,2-4x/an,Industriel,3,Centre,Croyant non pratiquant,<1h/j,1x/mois,Jamais
50,Homme,2357,Bac+2,Campagne,Rarement,Régulier,1x/an,Bio,4,Centre,Agnostique,<1h/j,2x+/sem,1x/an
