Sexe,Âge,Statut_SocioEco,Type_Bac,Mention_Bac,Boursier,Note_Math,Note_Français,Note_Statistiques,Note_Programmation,Note_Anglais,Absences,Engagement_Associatif,Motivation,Stress,Temps_Travail_Perso_hebdo,Diplôme_Obtenu
Homme,16,Moyen,Général,Assez Bien,Non,8.7,10.7,17.5,9.4,10.4,3,Actif,8.1,1.0,13.1,Oui
Femme,22,Faible,Professionnel,Bien,Oui,8.1,17.3,6.3,10.1,13.4,5,Aucun,6.9,1.7,6.2,Oui
Homme,18,Moyen,Général,Assez Bien,Oui,10.5,5.1,10.2,16.6,14.1,3,Aucun,3.5,6.4,12.1,Oui
Femme,15,Moyen,Général,Passable,Non,9.7,11.6,7.0,14.3,12.6,3,Aucun,6.0,5.6,8.5,Oui
Homme,21,Moyen,Professionnel,Assez Bien,Oui,10.8,16.3,15.3,14.3,13.7,7,Occasionnel,5.8,5.0,14.5,Non
Homme,27,Faible,Professionnel,Passable,Non,7.2,12.3,8.7,12.3,11.0,4,Actif,4.2,4.6,3.8,Non
Femme,20,Élevé,Général,Assez Bien,Non,14.4,13.9,6.2,7.1,11.1,4,Actif,3.5,10.0,3.7,Oui
Homme,23,Faible,Technologique,Bien,Oui,14.9,12.2,12.4,10.9,13.5,2,Occasionnel,7.5,3.4,4.4,Oui
Homme,21,Moyen,Général,Passable,Oui,5.7,10.3,15.7,14.4,14.4,6,Actif,7.1,7.8,8.5,Oui
Femme,20,Élevé,Général,Bien,Non,14.4,6.4,12.5,6.6,9.3,3,Occasionnel,4.2,5.5,14.2,Non
Homme,23,Moyen,Général,Bien,Non,9.1,12.5,11.1,13.2,14.0,7,Occasionnel,5.0,5.3,14.4,Oui
Homme,20,Faible,Technologique,Assez Bien,Non,14.1,10.1,11.7,19.1,11.9,7,Actif,8.8,8.4,0.0,Oui
Homme,21,Moyen,Technologique,Bien,Non,11.3,10.0,14.7,14.7,12.6,8,Aucun,4.7,9.2,9.0,Oui
Homme,21,Élevé,Général,Très Bien,Oui,11.6,10.8,7.9,15.9,10.3,6,Occasionnel,6.8,4.9,0.0,Oui
Femme,19,Moyen,Général,Assez Bien,Non,10.9,16.4,10.2,11.8,11.3,7,Occasionnel,6.1,7.5,11.2,Oui
Femme,23,Élevé,Technologique,Assez Bien,Oui,15.1,18.0,9.1,14.4,14.9,4,Actif,7.5,6.4,12.5,Oui
Homme,20,Faible,Général,Assez Bien,Non,7.8,12.5,7.0,8.5,13.1,7,Actif,4.8,5.5,7.8,Non
Femme,19,Moyen,Général,Aucune,Oui,13.3,10.8,9.5,13.8,12.2,2,Actif,6.7,6.0,8.3,Non
Homme,22,Moyen,Technologique,Assez Bien,Oui,14.8,9.1,13.8,13.3,12.8,5,Actif,6.8,3.8,8.3,Oui
Femme,18,Élevé,Technologique,Passable,Non,13.6,13.2,12.2,12.0,14.0,3,Occasionnel,7.0,4.7,4.9,Oui
Homme,21,Faible,Technologique,Bien,Non,18.5,16.5,12.4,15.6,13.9,7,Aucun,6.7,4.0,9.7,Oui
Homme,20,Élevé,Professionnel,Assez Bien,Oui,9.9,11.4,10.9,9.1,12.8,5,Aucun,7.2,7.8,7.1,Oui
Homme,23,Moyen,Général,Passable,Oui,14.4,6.1,12.1,10.3,15.2,7,Occasionnel,10.0,5.3,11.7,Oui
Homme,22,Moyen,Technologique,Assez Bien,Non,11.2,13.7,8.1,11.3,14.9,9,Aucun,10.0,2.3,7.5,Oui
Homme,20,Faible,Technologique,Passable,Non,15.2,14.5,9.6,7.4,13.8,6,Aucun,5.2,3.7,4.6,Oui
Homme,23,Élevé,Général,Assez Bien,Oui,11.5,8.0,11.1,11.8,13.1,5,Aucun,1.9,1.0,1.9,Oui
Femme,24,Faible,Général,Très Bien,Oui,10.3,12.4,11.3,5.0,14.3,7,Actif,7.7,4.3,0.5,Non
Homme,22,Moyen,Général,Assez Bien,Oui,15.4,13.1,11.5,14.7,13.6,1,Aucun,6.9,5.6,13.3,Oui
Femme,21,Faible,Général,Assez Bien,Non,10.0,11.8,10.1,11.2,15.1,3,Actif,8.6,5.2,6.2,Oui
Homme,17,Élevé,Technologique,Passable,Non,7.3,10.0,9.4,9.2,14.8,3,Actif,7.1,10.0,9.4,Non
Femme,18,Moyen,Technologique,Bien,Non,9.9,14.5,20.0,8.1,11.0,11,Aucun,6.6,6.9,15.1,Oui
Femme,20,Moyen,Général,Aucune,Non,13.4,11.0,13.2,10.2,10.8,4,Aucun,8.8,6.8,5.7,Oui
Femme,19,Faible,Général,Aucune,Oui,15.7,8.3,11.7,13.4,11.6,2,Occasionnel,9.0,1.4,5.5,Oui
Homme,20,Moyen,Professionnel,Bien,Non,11.8,6.9,9.8,12.9,15.0,5,Occasionnel,3.7,4.6,7.5,Oui
Homme,21,Moyen,Général,Bien,Non,15.5,15.2,9.1,8.5,9.8,7,Aucun,4.9,4.3,8.1,Oui
Femme,22,Élevé,Général,Passable,Oui,7.4,13.5,10.1,8.0,13.8,2,Aucun,6.3,3.5,15.6,Oui
Homme,20,Élevé,Général,Aucune,Oui,10.2,12.2,11.4,13.3,13.7,5,Aucun,6.7,3.5,14.3,Oui
Femme,22,Faible,Général,Assez Bien,Non,10.6,10.9,4.9,8.5,15.3,2,Aucun,6.0,1.0,10.5,Oui
Homme,21,Moyen,Général,Bien,Non,11.2,10.7,5.8,11.2,13.4,1,Aucun,7.4,2.3,13.8,Non
Femme,16,Faible,Général,Assez Bien,Oui,11.8,9.3,8.6,11.4,10.3,6,Aucun,8.5,7.7,7.3,Non
Femme,18,Moyen,Général,Passable,Non,13.6,10.9,11.1,12.1,11.1,4,Occasionnel,9.9,5.1,9.2,Oui
Homme,20,Faible,Général,Bien,Non,10.2,6.7,9.8,14.0,10.6,7,Actif,7.7,4.2,6.8,Oui
Femme,17,Moyen,Général,Passable,Oui,11.9,10.2,14.9,6.6,11.9,7,Occasionnel,4.8,5.5,2.8,Oui
Homme,22,Moyen,Général,Très Bien,Oui,11.4,11.2,6.1,4.3,12.6,6,Actif,6.2,8.4,12.8,Non
Femme,24,Moyen,Technologique,Très Bien,Oui,8.7,13.5,8.2,9.0,10.7,6,Occasionnel,6.3,5.5,10.1,Non
Femme,24,Moyen,Technologique,Assez Bien,Non,11.2,11.9,15.1,17.3,15.9,6,Occasionnel,7.5,6.9,8.1,Oui
Homme,20,Moyen,Général,Assez Bien,Oui,11.1,14.0,10.9,18.1,10.3,7,Aucun,7.3,3.4,8.0,Non
Homme,24,Moyen,Général,Bien,Oui,11.0,15.4,13.2,17.4,15.7,4,Aucun,10.0,4.0,2.0,Oui
Homme,21,Faible,Technologique,Assez Bien,Non,11.6,14.6,16.7,10.3,15.4,9,Actif,5.6,6.4,4.1,Oui
Femme,20,Moyen,Général,Bien,Non,11.7,13.2,8.4,4.8,14.8,4,Actif,7.3,10.0,9.3,Oui
Homme,19,Faible,Général,Bien,Oui,10.2,12.0,10.2,2.8,11.6,6,Aucun,10.0,9.1,5.9,Oui
Femme,20,Moyen,Technologique,Bien,Oui,15.3,9.5,9.7,8.9,13.7,7,Aucun,5.3,7.0,7.1,Oui
Femme,20,Moyen,Professionnel,Aucune,Non,8.0,13.8,4.6,10.3,10.4,4,Occasionnel,6.8,5.9,7.6,Non
Homme,21,Moyen,Technologique,Assez Bien,Non,9.3,16.2,9.6,15.6,14.8,6,Aucun,4.6,9.0,5.3,Oui
Homme,21,Faible,Général,Assez Bien,Non,19.8,12.9,13.1,14.0,12.9,2,Aucun,6.7,7.5,4.1,Oui
Femme,21,Moyen,Technologique,Assez Bien,Oui,8.4,16.8,12.1,11.8,12.2,6,Actif,4.9,1.0,1.6,Oui
Femme,22,Élevé,Général,Aucune,Non,7.4,8.2,12.4,7.9,10.6,4,Occasionnel,8.6,2.9,7.4,Non
Homme,23,Moyen,Technologique,Bien,Non,13.7,9.1,9.4,7.6,8.0,3,Occasionnel,6.8,6.3,10.5,Non
Homme,23,Moyen,Général,Passable,Non,5.3,14.1,8.5,11.9,10.9,3,Actif,4.6,1.0,1.4,Non
Homme,17,Moyen,Général,Passable,Non,10.8,12.7,14.3,13.4,15.2,5,Occasionnel,8.2,3.3,7.9,Oui
Homme,14,Faible,Technologique,Assez Bien,Oui,17.9,15.3,9.0,12.4,12.2,3,Occasionnel,6.9,3.8,9.1,Non
Homme,23,Moyen,Général,Très Bien,Oui,6.9,12.0,11.4,7.4,12.7,4,Aucun,8.4,4.9,4.0,Oui
Femme,17,Moyen,Général,Passable,Non,5.6,9.8,11.0,13.3,14.3,3,Aucun,4.2,4.8,13.7,Oui
Femme,20,Faible,Professionnel,Très Bien,Non,7.0,11.5,14.9,12.5,16.6,6,Occasionnel,7.2,4.8,6.5,Oui
Femme,18,Faible,Général,Assez Bien,Non,14.2,8.2,13.4,7.3,15.7,9,Aucun,8.0,7.6,7.6,Oui
Femme,16,Faible,Général,Passable,Oui,14.9,9.2,6.6,8.3,11.1,5,Aucun,5.7,4.8,7.4,Oui
Homme,22,Moyen,Général,Bien,Non,10.0,14.4,6.9,13.4,9.1,6,Aucun,4.0,4.5,0.9,Oui
Homme,22,Élevé,Technologique,Passable,Non,13.5,14.2,12.2,10.2,17.7,4,Aucun,6.4,2.1,12.0,Oui
Homme,19,Faible,Technologique,Très Bien,Oui,15.7,12.9,10.3,16.6,17.5,3,Aucun,9.0,8.1,4.2,Oui
Femme,14,Moyen,Général,Passable,Oui,16.9,7.7,9.1,12.8,13.4,9,Occasionnel,8.8,3.8,7.1,Oui
Femme,19,Faible,Technologique,Assez Bien,Non,10.8,11.1,13.5,9.3,10.5,3,Aucun,5.6,2.8,10.4,Oui
Homme,21,Élevé,Général,Bien,Non,4.6,8.9,11.1,11.0,14.9,9,Aucun,3.9,6.0,13.8,Oui
Homme,17,Faible,Technologique,Bien,Non,9.0,14.9,10.7,11.2,12.8,4,Occasionnel,5.6,3.6,3.7,Oui
Femme,21,Moyen,Général,Aucune,Non,10.2,10.5,12.8,8.5,12.8,8,Actif,5.6,4.2,6.2,Oui
Femme,20,Moyen,Général,Très Bien,Oui,10.7,9.3,9.4,7.8,14.8,3,Aucun,7.4,6.1,13.5,Non
Homme,22,Moyen,Professionnel,Bien,Oui,10.9,12.1,15.2,13.5,13.7,3,Occasionnel,6.3,4.7,9.9,Oui
Homme,21,Moyen,Général,Bien,Non,14.9,10.4,8.1,14.0,10.6,5,Occasionnel,5.0,10.0,10.7,Oui
Femme,18,Moyen,Général,Assez Bien,Non,15.3,15.7,12.5,13.1,12.4,8,Occasionnel,8.7,5.3,3.8,Oui
Homme,23,Moyen,Général,Assez Bien,Non,11.0,10.2,14.8,16.3,14.3,3,Aucun,6.8,7.0,6.5,Oui
Homme,20,Faible,Professionnel,Bien,Non,14.8,8.5,6.4,9.1,14.0,4,Actif,7.4,1.0,7.3,Non
Homme,20,Faible,Général,Bien,Oui,12.6,6.6,9.5,16.9,13.5,8,Occasionnel,3.1,3.3,4.6,Oui
Femme,18,Moyen,Général,Bien,Non,11.7,11.9,13.9,7.8,14.9,3,Actif,1.7,2.8,1.3,Oui
Femme,19,Faible,Général,Bien,Oui,14.2,10.6,14.0,7.5,12.3,3,Aucun,3.6,3.1,6.0,Oui
Femme,18,Faible,Général,Assez Bien,Oui,11.7,8.4,10.0,4.8,13.4,2,Occasionnel,5.5,6.5,13.4,Oui
Femme,20,Moyen,Général,Passable,Oui,17.7,15.0,8.3,9.4,6.2,7,Occasionnel,7.7,8.1,8.2,Oui
Femme,25,Élevé,Technologique,Bien,Oui,7.2,13.7,13.4,9.2,12.1,2,Aucun,1.8,6.4,13.5,Oui
Femme,17,Moyen,Professionnel,Assez Bien,Oui,10.0,11.9,14.1,12.8,14.5,6,Aucun,9.7,4.9,8.7,Oui
Femme,16,Faible,Général,Assez Bien,Oui,11.1,15.4,7.0,11.9,12.2,5,Occasionnel,6.8,3.9,4.9,Oui
Homme,24,Faible,Général,Aucune,Oui,12.8,13.7,6.9,6.8,12.1,6,Aucun,9.2,8.3,13.1,Non
Homme,20,Élevé,Général,Aucune,Oui,15.3,9.9,11.2,9.6,10.9,2,Occasionnel,4.7,10.0,8.8,Oui
Homme,19,Faible,Général,Passable,Non,11.4,9.4,12.4,9.7,15.0,10,Aucun,7.5,5.8,11.8,Oui
Homme,23,Faible,Professionnel,Bien,Oui,7.2,14.0,9.6,4.8,14.1,3,Aucun,6.7,7.8,3.7,Non
Homme,19,Moyen,Général,Très Bien,Oui,14.0,13.0,12.5,7.6,14.7,6,Occasionnel,8.1,6.4,12.2,Oui
Homme,25,Moyen,Général,Bien,Non,13.8,12.4,8.4,8.3,9.5,5,Aucun,6.0,7.4,12.3,Oui
Homme,22,Moyen,Technologique,Bien,Non,5.7,9.9,4.2,16.0,12.7,7,Actif,7.4,2.6,9.2,Non
Femme,19,Faible,Général,Assez Bien,Non,11.5,13.5,9.2,11.7,12.4,6,Actif,8.7,4.3,4.8,Oui
Femme,26,Faible,Technologique,Passable,Oui,6.7,10.1,10.7,13.3,12.4,7,Occasionnel,5.2,6.5,7.8,Non
Homme,19,Élevé,Général,Passable,Non,9.5,11.7,9.7,5.8,11.8,4,Actif,7.0,8.5,10.4,Non
Homme,22,Faible,Technologique,Passable,Oui,8.8,15.6,7.0,15.2,12.3,7,Actif,2.7,3.5,8.9,Oui
Femme,21,Moyen,Professionnel,Assez Bien,Oui,13.9,10.3,5.1,15.6,14.7,2,Aucun,7.9,1.0,10.4,Oui
Homme,24,Moyen,Technologique,Passable,Oui,11.9,8.1,9.0,4.0,9.2,6,Actif,10.0,4.3,12.0,Non
Homme,24,Moyen,Professionnel,Bien,Non,7.6,9.4,13.2,8.5,16.6,7,Aucun,4.0,8.0,5.4,Oui
Femme,21,Moyen,Général,Très Bien,Oui,14.1,14.5,14.3,12.7,14.0,5,Aucun,6.3,1.5,3.4,Oui
Homme,19,Faible,Général,Passable,Oui,7.2,12.6,14.1,13.3,12.9,4,Occasionnel,8.3,2.6,7.8,Oui
Femme,22,Moyen,Technologique,Très Bien,Oui,12.5,11.7,8.1,8.6,14.8,5,Occasionnel,6.6,5.9,6.7,Oui
Homme,19,Élevé,Général,Assez Bien,Non,9.1,10.7,7.0,9.9,10.1,2,Aucun,6.8,5.2,11.1,Non
Femme,26,Élevé,Général,Bien,Non,10.4,13.2,12.0,8.9,11.7,8,Aucun,5.7,7.0,3.7,Oui
Femme,21,Faible,Général,Passable,Oui,13.0,9.9,12.4,11.4,12.8,5,Occasionnel,5.6,2.4,12.1,Oui
Femme,20,Faible,Général,Passable,Non,13.1,12.8,11.7,15.2,15.7,6,Aucun,6.3,4.7,13.4,Oui
Homme,21,Élevé,Général,Bien,Non,15.5,10.2,4.5,8.3,12.9,5,Occasionnel,6.6,8.5,8.0,Non
Femme,17,Moyen,Général,Passable,Non,11.3,9.8,7.9,14.5,13.9,6,Occasionnel,4.1,2.5,8.2,Oui
Homme,18,Élevé,Technologique,Bien,Oui,12.4,10.4,10.4,8.3,11.8,8,Aucun,6.4,9.2,4.9,Oui
Homme,24,Faible,Général,Assez Bien,Non,10.2,11.1,12.0,8.0,14.0,7,Aucun,9.6,2.8,5.8,Non
Homme,19,Moyen,Général,Passable,Oui,12.0,11.9,12.8,13.9,16.4,0,Occasionnel,5.7,7.6,6.4,Oui
Homme,18,Moyen,Général,Passable,Non,12.8,12.6,10.9,14.2,15.0,4,Aucun,4.0,4.6,13.8,Oui
Femme,22,Moyen,Général,Aucune,Oui,11.2,2.8,11.5,14.0,12.8,7,Aucun,6.2,2.6,7.7,Non
Femme,23,Moyen,Professionnel,Bien,Oui,6.1,10.0,10.8,6.4,14.4,7,Aucun,5.1,4.3,2.7,Oui
Homme,22,Faible,Général,Passable,Oui,12.5,11.0,12.6,9.4,14.2,2,Aucun,3.8,6.9,9.0,Oui
Homme,23,Moyen,Général,Assez Bien,Non,12.6,15.8,11.4,13.9,14.0,3,Aucun,6.8,5.5,11.3,Non
Femme,19,Faible,Technologique,Aucune,Oui,9.5,9.3,10.7,11.1,15.2,9,Occasionnel,5.1,8.3,7.9,Non
Homme,17,Moyen,Général,Bien,Non,7.6,12.4,9.7,7.2,15.2,7,Occasionnel,5.3,9.1,13.9,Non
Femme,24,Élevé,Général,Passable,Oui,15.9,15.7,10.7,12.6,12.7,8,Occasionnel,6.8,2.5,11.1,Oui
Homme,20,Moyen,Général,Assez Bien,Non,13.0,8.7,12.0,8.5,14.3,4,Actif,3.4,2.4,3.8,Oui
Homme,20,Élevé,Professionnel,Bien,Non,10.8,13.0,11.3,17.3,12.2,2,Aucun,3.0,2.2,5.8,Oui
Femme,24,Faible,Général,Assez Bien,Non,8.1,10.0,11.6,16.4,11.2,6,Aucun,7.8,3.3,8.9,Oui
Homme,22,Moyen,Général,Bien,Non,9.0,10.7,14.5,13.1,12.5,2,Occasionnel,2.6,8.3,1.3,Oui
Femme,22,Élevé,Général,Assez Bien,Non,15.4,10.0,11.3,15.8,12.8,4,Occasionnel,4.5,6.9,9.3,Oui
Homme,26,Faible,Général,Passable,Oui,11.9,10.2,8.6,11.2,9.7,9,Occasionnel,2.9,4.1,1.0,Non
Homme,19,Faible,Général,Assez Bien,Non,9.8,18.8,13.2,13.7,14.7,4,Occasionnel,5.5,5.5,12.1,Oui
Homme,23,Moyen,Général,Assez Bien,Oui,13.0,14.1,6.4,16.2,7.5,3,Occasionnel,7.4,9.0,11.6,Oui
Femme,21,Faible,Général,Assez Bien,Non,9.1,14.8,7.3,11.9,18.4,4,Aucun,6.7,10.0,10.0,Oui
Homme,21,Moyen,Professionnel,Très Bien,Non,16.0,13.2,11.5,10.1,16.0,2,Occasionnel,10.0,6.1,5.3,Oui
Homme,24,Élevé,Technologique,Bien,Oui,15.6,8.0,12.0,5.0,12.5,7,Occasionnel,8.7,1.0,8.7,Oui
Homme,22,Moyen,Général,Assez Bien,Oui,10.1,13.0,6.8,10.7,13.0,7,Actif,4.6,6.2,5.9,Oui
Homme,22,Faible,Technologique,Bien,Non,9.6,14.7,9.4,13.9,13.6,2,Occasionnel,4.1,7.8,3.9,Oui
Femme,23,Moyen,Général,Bien,Non,3.6,9.9,8.7,14.3,11.8,4,Occasionnel,10.0,6.1,6.6,Non
Femme,20,Moyen,Général,Assez Bien,Non,7.1,14.4,9.0,12.8,13.4,4,Occasionnel,8.6,7.3,10.8,Oui
Homme,18,Faible,Technologique,Bien,Non,7.5,13.8,13.3,9.1,12.7,5,Actif,7.7,6.4,8.2,Oui
Femme,18,Moyen,Technologique,Bien,Non,11.9,16.6,12.6,4.1,12.8,6,Actif,6.6,2.4,13.8,Oui
Homme,16,Moyen,Technologique,Assez Bien,Non,10.5,11.0,10.4,9.3,13.4,6,Occasionnel,7.0,3.3,11.1,Oui
Homme,26,Moyen,Général,Bien,Oui,7.5,9.3,8.9,9.9,10.4,8,Occasionnel,3.5,4.7,10.6,Non
Homme,18,Faible,Professionnel,Aucune,Oui,10.7,11.1,6.5,9.9,13.1,4,Aucun,6.8,8.2,1.6,Oui
Femme,20,Moyen,Général,Passable,Non,13.0,15.6,14.8,13.2,13.3,1,Occasionnel,6.6,3.6,6.9,Non
Femme,20,Faible,Professionnel,Passable,Non,13.1,7.4,12.3,17.9,13.3,4,Occasionnel,4.7,6.6,3.7,Oui
Femme,21,Faible,Professionnel,Bien,Non,5.8,6.8,8.4,11.4,12.6,6,Occasionnel,5.4,6.3,7.3,Non
Femme,23,Élevé,Général,Passable,Oui,11.1,12.2,12.7,10.2,15.3,3,Aucun,9.5,9.5,5.2,Oui
Femme,23,Moyen,Technologique,Passable,Oui,7.3,10.9,10.3,10.1,12.3,4,Occasionnel,6.2,5.4,6.5,Oui
Femme,19,Faible,Général,Passable,Oui,14.2,12.0,9.6,11.4,13.5,1,Aucun,10.0,1.1,12.2,Oui
Femme,20,Faible,Général,Bien,Oui,13.9,14.4,11.8,8.1,15.6,7,Occasionnel,3.0,7.1,9.9,Oui
Femme,21,Faible,Général,Assez Bien,Oui,8.8,10.6,8.3,11.4,12.8,2,Aucun,5.5,10.0,12.0,Oui
Femme,20,Faible,Général,Passable,Non,9.2,7.3,9.5,12.6,13.4,9,Occasionnel,3.4,7.3,1.6,Oui
Homme,25,Faible,Professionnel,Assez Bien,Oui,10.1,17.1,10.9,11.7,12.8,6,Aucun,4.1,3.5,8.2,Oui
Femme,22,Faible,Technologique,Assez Bien,Non,4.7,9.5,9.0,12.6,15.5,5,Aucun,4.8,2.8,11.9,Non
Femme,22,Moyen,Général,Assez Bien,Oui,12.5,9.4,12.5,12.5,12.5,10,Occasionnel,7.1,3.1,14.0,Oui
Femme,22,Moyen,Technologique,Assez Bien,Non,10.7,14.8,16.1,4.8,15.6,7,Aucun,7.0,10.0,1.8,Oui
Femme,23,Moyen,Professionnel,Très Bien,Oui,14.4,11.0,8.2,13.2,12.8,5,Occasionnel,5.1,4.7,6.6,Non
Femme,21,Moyen,Général,Assez Bien,Oui,8.2,11.8,5.5,8.7,11.3,4,Actif,2.0,3.8,12.1,Non
Femme,17,Faible,Professionnel,Très Bien,Oui,9.6,13.2,4.5,7.2,14.4,11,Actif,9.5,5.1,7.2,Oui
Femme,21,Élevé,Général,Assez Bien,Non,7.0,14.7,10.0,7.1,12.4,4,Aucun,5.9,4.7,4.4,Oui
Femme,19,Élevé,Technologique,Bien,Non,8.5,11.2,8.5,12.5,14.2,3,Actif,4.3,9.4,1.8,Oui
Femme,19,Élevé,Général,Assez Bien,Non,8.0,15.8,11.1,10.2,7.5,1,Aucun,7.0,3.0,4.2,Oui
Femme,22,Élevé,Général,Bien,Oui,14.5,6.7,10.9,5.1,13.0,7,Actif,6.9,8.5,1.2,Oui
Femme,24,Élevé,Général,Passable,Non,9.4,13.9,5.7,12.7,12.1,5,Occasionnel,5.9,5.8,8.2,Oui
Homme,21,Moyen,Technologique,Passable,Oui,11.9,9.9,5.1,6.0,10.9,7,Aucun,6.8,8.5,11.6,Oui
Homme,21,Faible,Général,Bien,Oui,10.4,15.4,11.4,11.5,11.9,5,Aucun,4.2,9.5,3.0,Oui
Femme,25,Moyen,Général,Bien,Non,7.7,12.4,10.9,11.8,11.9,2,Aucun,8.0,5.7,9.0,Oui
Femme,21,Moyen,Général,Bien,Non,11.0,10.3,9.2,14.1,12.9,5,Occasionnel,4.5,4.7,11.4,Oui
Homme,27,Moyen,Professionnel,Passable,Oui,13.3,13.7,5.5,17.2,10.3,9,Aucun,5.3,5.7,8.0,Oui
Femme,22,Moyen,Général,Assez Bien,Oui,7.9,14.2,11.9,6.2,13.6,11,Occasionnel,7.8,5.3,1.6,Non
Homme,16,Faible,Général,Assez Bien,Non,13.9,13.6,14.3,10.8,15.7,6,Occasionnel,8.9,1.4,9.5,Oui
Homme,22,Moyen,Général,Bien,Oui,9.0,9.4,11.3,10.0,13.6,6,Actif,9.7,9.4,7.8,Oui
Homme,21,Élevé,Général,Assez Bien,Oui,10.1,10.8,8.0,12.5,14.6,3,Actif,8.6,6.1,7.4,Oui
Homme,24,Moyen,Technologique,Passable,Non,13.1,12.0,10.6,11.8,15.2,8,Aucun,5.9,2.6,5.8,Oui
Homme,22,Moyen,Technologique,Passable,Non,9.5,11.9,6.4,9.8,15.5,3,Occasionnel,3.4,1.0,8.3,Oui
Femme,20,Faible,Général,Assez Bien,Non,11.6,13.9,13.7,9.5,16.7,8,Actif,9.3,1.0,10.0,Non
Homme,17,Moyen,Général,Très Bien,Non,10.6,7.0,10.7,7.1,12.0,7,Actif,9.2,7.4,17.6,Oui
Femme,20,Élevé,Technologique,Bien,Non,11.9,12.8,5.2,14.5,11.6,6,Aucun,5.2,4.0,8.4,Oui
Femme,18,Moyen,Général,Très Bien,Oui,4.4,11.3,9.6,12.6,14.6,6,Aucun,8.3,4.4,14.0,Oui
Homme,19,Moyen,Technologique,Bien,Non,6.0,9.9,11.9,14.2,14.4,3,Aucun,5.8,6.7,9.4,Oui
Homme,22,Moyen,Technologique,Bien,Oui,13.3,10.1,9.5,9.9,14.6,7,Aucun,9.5,4.2,7.6,Oui
Femme,25,Moyen,Technologique,Bien,Oui,14.6,11.5,9.7,8.7,16.8,4,Aucun,5.5,6.9,8.6,Oui
Homme,21,Faible,Général,Assez Bien,Non,8.8,3.0,6.8,7.2,13.0,4,Aucun,10.0,5.7,3.1,Non
Homme,18,Moyen,Général,Aucune,Oui,10.8,10.2,12.2,12.3,13.9,10,Occasionnel,8.1,5.3,9.2,Oui
Femme,22,Moyen,Professionnel,Assez Bien,Oui,12.4,9.8,8.6,7.4,11.0,6,Aucun,10.0,1.6,0.0,Oui
Femme,23,Moyen,Général,Passable,Oui,13.6,13.3,4.0,17.5,17.3,2,Occasionnel,5.6,3.5,4.5,Oui
Homme,19,Moyen,Technologique,Passable,Oui,5.4,10.0,9.4,6.4,12.3,4,Aucun,7.3,7.0,8.4,Oui
Femme,20,Élevé,Général,Bien,Non,8.8,11.5,13.4,12.0,12.4,3,Actif,4.6,3.8,12.8,Oui
Homme,21,Faible,Technologique,Passable,Non,10.5,15.9,9.3,16.5,12.3,9,Actif,8.2,8.5,13.7,Oui
Homme,19,Élevé,Général,Bien,Non,13.6,14.5,15.7,13.1,11.7,6,Occasionnel,8.3,10.0,7.1,Non
Homme,22,Faible,Général,Assez Bien,Oui,19.0,14.3,11.8,11.6,11.5,3,Actif,10.0,7.1,8.6,Oui
Femme,20,Moyen,Général,Bien,Oui,10.8,10.8,11.5,7.6,12.0,7,Aucun,7.5,9.2,11.9,Oui
Femme,22,Faible,Technologique,Aucune,Oui,7.3,13.4,10.1,6.2,10.3,5,Occasionnel,7.9,7.3,2.7,Non
Femme,18,Moyen,Technologique,Bien,Oui,12.7,11.4,10.3,13.7,11.4,7,Aucun,5.6,4.2,9.6,Non
Femme,19,Moyen,Général,Bien,Oui,15.5,11.5,9.7,16.3,16.9,7,Aucun,7.6,6.0,4.7,Oui
Femme,22,Faible,Général,Aucune,Non,11.8,13.0,9.6,9.5,14.5,2,Aucun,5.7,10.0,7.3,Oui
Homme,20,Moyen,Technologique,Très Bien,Non,8.8,10.5,12.1,7.0,14.9,7,Occasionnel,6.7,4.2,6.2,Oui
Homme,25,Élevé,Général,Passable,Non,14.4,15.7,7.7,2.4,15.4,3,Aucun,6.8,2.9,9.7,Oui
Homme,20,Faible,Général,Passable,Oui,13.5,11.6,7.3,7.6,16.7,7,Occasionnel,5.8,2.7,10.2,Oui
Homme,21,Moyen,Général,Passable,Non,8.4,13.5,7.1,10.6,9.5,5,Aucun,6.6,5.0,11.6,Oui
Femme,23,Moyen,Général,Aucune,Oui,12.6,15.6,16.6,16.6,10.5,8,Actif,5.7,3.0,9.4,Oui
Homme,17,Moyen,Général,Aucune,Oui,14.5,14.6,12.1,13.4,11.4,3,Occasionnel,5.7,9.7,8.7,Oui
Femme,16,Faible,Général,Très Bien,Non,15.0,8.5,11.4,12.1,12.1,7,Aucun,8.7,6.0,15.4,Oui
Homme,17,Faible,Général,Passable,Non,11.3,13.1,7.3,9.6,12.4,4,Aucun,6.9,7.9,1.9,Oui
Femme,24,Faible,Général,Assez Bien,Oui,10.4,14.1,12.4,9.0,12.1,3,Actif,7.2,4.8,14.8,Oui
Femme,19,Faible,Général,Assez Bien,Oui,15.2,14.2,10.2,15.9,13.4,3,Aucun,3.6,2.6,6.8,Oui
Homme,27,Faible,Général,Bien,Oui,7.9,9.2,11.1,11.7,13.1,2,Occasionnel,7.3,2.2,10.3,Oui
Homme,19,Moyen,Général,Passable,Non,12.8,10.4,7.6,3.6,11.6,9,Occasionnel,7.6,3.2,6.7,Non
Homme,21,Élevé,Technologique,Aucune,Non,7.4,14.5,11.0,8.6,8.6,10,Aucun,5.7,6.4,5.2,Non
